Type,Name,Contact Info,Street Address,Borough,Zip Code,Days of Operation,Hours of Operation,State,Latitude,Longitude,City,Country
Community Fridge,Forest Ave COMEunity Fridge,@forestavecomeunityfridge,2141 Forest Ave,,10303,,,NY,40.6268683,-74.1608263,Staten Island,United States
Community Fridge,The Bushwick Community Fridge,@thebushwickfridge,1643 Broadway ,,11207,,,NY,40.6849632,-73.9138237,Brooklyn,United States
Community Fridge,Fort Greene Community Fridge,www.instagram.com/fgcommunityfridge,357 Myrtle Ave,,11205,,,NY,40.6933215,-73.971744,Brooklyn,United States
Community Fridge,The Open Source Fridge,www.opensourcegallery.org,306 17th St.,,11215,,,NY,40.662329,-73.9892259,Brooklyn,USA
Community Fridge,HashtagLunchbag Brooklyn Community Fridge,Instagram: @hashtaglunchbagbk,367 Columbia St.,,11231,,,NY,40.6794847,-74.0051595,Brooklyn,United States of America
Community Fridge,SYB Community Fridge ,Hector Gerardo ,237 McClellan Street ,,10456,,,Ny,40.8322659,-73.9162294,The Bronx,Unites States 
Community Fridge,The Gowanus Fridge,gowanusfridge@gmail.com @thegowanusfridge,123 3rd St ,,11231,,,NY,40.6769699,-73.9916013,Brooklyn,United States
Community Fridge,Baby Gowanus ,gowanusfridge@gmail.com @thegowanusfridge,326 6th St,,11215,,,New York,40.6710576,-73.9852118,Brooklyn,United States
Community Fridge,Fenix Community Fridge ,@fenixcommunityfridge,586 Seneca Ave ,,11385,,,NY,40.7041427,-73.9103174,Queens,Unites States 
Community Fridge,Ujamaa Solidarity Fridge ,Nia Franklyn +1 (917) 995-1163, 825 Columbus Ave,,10025,,,New York ,40.7956478,-73.9650005,Manhattan,United States 
Community Fridge,Ujamaa Solidarity Fridge ,Nia Franklyn +1 (917) 995-1163, 825 Columbus Ave,,10025,,,New York ,40.7956478,-73.9650005,Manhattan,United States 
Community Fridge,Evergreen Free Fridge,@evergreenfreefridge on Instagram ,562 Evergreen Ave,,11221,,,NY,40.6904661,-73.9161194,Brooklyn,US
Community Fridge,Evergreen Free Fridge,@evergreenfreefridge on Instagram ,562 Evergreen Ave,,11221,,,NY,40.6904661,-73.9161194,Brooklyn,US
Community Fridge,Flatbush Friendly Fridge ,flatbushfriendlyfridge@gmail.com,1110 Nostrand Ave,,11226,,,NY,40.6606259,-73.9508221,Brooklyn,USA
Community Fridge,Allerton allies fridge ,Allertonallies@gmail.com,2527 Boston road ,,10467,,,Ny,40.8640403,-73.864763,The Bronx,US
Community Fridge,Allerton allies fridge ,Allertonallies@gmail.com,2527 Boston road ,,10467,,,Ny,40.8640403,-73.864763,The Bronx,US
Community Fridge,Rockaway Beach Community Fridge,Rockaway Mutual Aid ,166 Beach 92nd Street,,11693,,,NY,40.5856837,-73.8145887,Queens,United States
Community Fridge,East Village Community Fridge,Diane Hatz/Change Food,197 First Avenue,,10003,,,NY,,,Manhattan,USA
Community Fridge,Chelsea Community Fridge & Cupboard,https://www.instagram.com/thechelseafridge,55 West 15th Street,,10011,,,NY,40.7378597,-73.9955823,Manhattan,USA
Community Fridge,The People's Fridge at Word Up,IG: peoplesfridgewordup,2113 Amsterdam Avenue,,10032,,,NY,40.8376548,-73.9382991,Manhattan,USA
Community Fridge,La Nevera 183,@lanevera183 on instagram, 362 Audubon Avenue,,10033,,,NY,40.8501945,-73.9314607,Manhattan,USA
Community Fridge,Loisaida CommUnity Fridge,loisaidacommunityfridge@gmail.com,602 E 9th St,,10009,,,NY,,,Manhattan,USA
Community Fridge,The Fridge at the Fort,https://www.fortwashingtonchurch.org/fridge,729 WEST 181ST STREET,,10033,,,NY,40.850996,-73.9375098,Manhattan,USA
Community Fridge,The Heights Friendly Fridge,ig: @theheightsfriendlyfridge,461 Lincoln Place,,11238,,,NY,40.6723208,-73.9608401,Brooklyn,United States
Community Fridge,Golden Harvest Fridge,https://www.instagram.com/nebhdco_community/,376 Throop Avenue,,11221,,,New York,40.6913236,-73.9428995,Brooklyn,USA
Community Fridge,Conbody Community Fridge & Free Store ,@thefreestoreproject,133 Forsyth Street ,,10002,,,NY,40.719465,-73.9921885,Manhattan,United States of America 
Community Fridge,Conbody Community Fridge & Free Store ,@thefreestoreproject,133 Forsyth Street ,,10002,,,NY,40.719465,-73.9921885,Manhattan,United States of America 
Community Fridge,Steinway Community Fridge ,astoriafoodpantry@gmail.com ,25-82 Steinway Street,,11103,,,New York ,40.7660953,-73.913578,Queens,United States 
Community Fridge,Astoria Welfare Society Halal Fridge,https://astoriawelfaresociety.com/,36-05 30th St,,11106,,,NY ,40.7567983,-73.9305342,Queens,United States
Community Fridge,S:US Valentine Community Fridge,https://www.instagram.com/SUS_ORG/,2894 Valentine Avenue,,10459,,,New York,40.8701818,-73.8883776,The Bronx,US
Community Fridge,S:US Bushwick Community Fridge,https://sus.org/,1109 Bushwick Ave,,11221,,,New York,40.6900488,-73.9186303,Brooklyn,US
Community Fridge,S:US Chester Community Fridge,https://www.linkedin.com/company/services-for-the-underserved,421 Chester Street ,,11212,,,New York,40.6618608,-73.9096048,Brooklyn,US
Community Fridge,The P12X Eagle”s Icebox,Kjones7@schools.nyc.gov,2555 Tratman Avenue ,,10461,,,NY,40.8404261,-73.8442489,The Bronx,USA 
Community Fridge,S:US Valentine Community Fridge,https://sus.org/, 2894 Valentine Avenue,,10459,,,New York,40.8701818,-73.8883776,The Bronx,United States
Farmers Market,Harvest Home East Harlem Farmers Market,,E. 104th St. & 3rd Ave.,Manhattan,10029,Thursday,8AM - 3PM,,40.7903,-73.945635,,
Farmers Market,Seeds in the Middle - Flatbush - Hillel Plaza Farm Stand,,Flatbush/Nostrand Triangle,Brooklyn,11210,Wednesday,4PM - 7PM,,40.63262,-73.947439,,
Farmers Market,Morris Heights Farmstand,,University Ave. and W. 179th St.,Bronx,10453,Wednesday,11AM - 3PM,,40.854567,40.854567,,
Farmers Market,170 Farm Stand,,1406 Townsend Ave.,Bronx,10452,Wednesday,2PM - 6PM,,40.840138,-73.916591,,
Farmers Market,JBOLC Garden Community Farmers Market,,Sedgwick Ave. & Goulden Ave.,Bronx,10468,Saturday,10AM - 3PM,,40.882647,-73.886562,,
Farmers Market,Perez Farm Stand,,"134-20 Jamaica Ave., by the Axel Building",Queens,11418,Wednesday,10AM - 4PM,,40.70236,-73.818531,,
Farmers Market,7th Ave Sunset Park Greenmarket,,7th Ave. & 44th St.,Brooklyn,11232,Saturday,8AM - 3PM,,40.645841,-74.002402,,
Farmers Market,PS 11 Farm Market,,320 W. 21st St.,Manhattan,10011,Wednesday,8AM - 10AM,,40.744349,-74.000253,,
Farmers Market,Astor Place Greenmarket,,E. 8th St. & Lafayette,Manhattan,10003,Tuesday,8AM - 5PM,,40.72982,-73.991023,,
Farmers Market,Fresh Vibes Market at Emblem Health,,101 Pennsylvania Ave.,Brooklyn,11207,Wednesday (2nd and 3rd),11AM - 2:30PM,,40.675209,-73.896508,,
Farmers Market,Seeds in the Middle East Flatbush Farm Stand 2,,4801 Ave. D (PS 208),Brooklyn,11203,Friday,2PM - 4PM,,40.642031,-73.931151,,
Farmers Market,Tribeca Greenmarket,,Greenwich & Chambers streets,Manhattan,10013,Wednesday & Saturday,8AM - 2PM,,40.716303,-74.010966,,
Farmers Market,Eastern Parkway Farm Stand,,1420 Eastern Parkway,Brooklyn,11233,Saturday,10AM - 2PM,,40.668787,-73.921582,,
Farmers Market,Brownsville Pitkin Farmstand,,Pitkin Ave. bet Thomas Boyland and Amboy St.,Brooklyn,11212,Saturday,9AM - 2PM,,40.669234,-73.913698,,
Farmers Market,Ditmars Park Farmstand,,Steinway St. bet Ditmars Blvd. & 23rd Ave.,Queens,11105,Saturday,9:30AM - 2PM,,40.772854,-73.906061,,
Farmers Market,Carroll Gardens Greenmarket,,Smith & Carroll Sts.,Brooklyn,11231,Sunday,8AM - 2PM,,40.680761,-73.99552,,
Farmers Market,Fort Washington Greenmarket,,168th St. & Ft. Washington Ave.,Manhattan,10032,Tuesday,8AM - 4PM,,40.842296,-73.942027,,
Farmers Market,Bissel Gardens Farmers Market,,Baychester Ave. & E. 241st St.,Bronx,10466,Saturday,10AM - 4PM,,40.90152,-73.846937,,
Farmers Market,NYP Youth Market - Brooklyn,,249 7th Ave.,Brooklyn,11215,Tuesday,9AM - 3PM,,40.669218,-73.979629,,
Farmers Market,QueensVillage Farmers Market,,QueensVillage Long Island Railroad Commuter Parking Lot - Amboy Ln. & Springfield Blvd.,Queens,11428,Sunday,11AM - 4PM,,40.717978,-73.735337,,
Farmers Market,Uptown Good Food Farm Stand,,330 St. Nicholas Ave. (St. Nicholas Miracle Garden),Manhattan,10027,Thursday,4PM - 7PM,,40.81172,-73.951795,,
Farmers Market,Bronx Park East Farmers Market,,2222 Bronx Park E. (near Bradley Playground),Bronx,10462,Sunday,9AM - 4PM,,40.851713,-73.867786,,
Farmers Market,Far Rock Farm Stand,,45-55 Beach Channel Dr.,Queens,11691,Saturday,10AM - 2PM,,40.595572,-73.777001,,
Farmers Market,Lincoln Hospital Greenmarket,,E. 149th St. bet Park & Morris Aves,Bronx,10451,Tuesdays & Fridays,8AM - 3PM,,40.818013,-73.925185,,
Farmers Market,Tompkins Square Greenmarket,,7th St. & Ave. A,Manhattan,10009,Sunday,9AM - 4PM,,40.726054,-73.983534,,
Farmers Market,Fresh Vibes Market at Medgar Evers College,,1630 Bedford Ave.,Brooklyn,11225,Monday (1st and 3rd),10AM - 2PM,,40.666799,-73.956679,,
Farmers Market,Harvest Home St. Mary's Park Farm Stand,,E. 149th St. & Eagle Ave. (St. Mary's Park),Bronx,10455,Thursday,8AM - 3PM,,40.8139,-73.911812,,
Farmers Market,Children's Aid Society Go!Healthy Food Box + Famstand - Goodhue Center,,304 Prospect Ave.,Staten Island,10301,Tuesday,1PM - 3:30PM,,40.638936,-74.097966,,
Farmers Market,New Roots Farm Stand,,670 Grand Concourse,Bronx,10451,Saturday,10AM - 3PM,,40.821447,-73.925492,,
Farmers Market,PS 57 Farmstand,,115th St. & 3rd Ave. (SW corner),Manhattan,10029,Wednesday,9:30AM - 3PM,,40.797577,-73.94128,,
Farmers Market,Inwood Park Greenmarket,,Isham St bet Seaman Ave. & Cooper St.,Manhattan,10034,Saturday,8AM - 3PM,,40.869001,-73.920896,,
Farmers Market,Staten Island Mall Greenmarket,,Marsh Ave. & Ring Road,Staten Island,10314,Saturday,8AM - 2PM,,40.583804,-74.161245,,
Farmers Market,Gouverneur Health Farmstand,,Madison St. bet Clinton & Jefferson Sts.,Manhattan,10002,Thursday,9AM - 2PM,,40.712905,-73.986928,,
Farmers Market,Rockaway Market @ Beach 60th,,Rockaway Freeway & Beach 60th St.,Queens,11692,Saturday,10AM - 1PM,,40.592902,-73.789051,,
Farmers Market,Kensington Farmstand,,McDonald Ave. & Albermarle Road,Brooklyn,11218,Saturday,8:30AM - 3PM,,40.64511,-73.979882,,
Farmers Market,Rockaway Youth Task Force Youth Market,,310 Beach 58th St.,Queens,11692,Saturday,9AM - 3PM,,40.594492,-73.788077,,
Farmers Market,Poe Park Greenmarket,,E. 192nd St. bet Grand Concourse & Valentine,Bronx,10458,Tuesday,8AM - 3PM,,40.86431,-73.895379,,
Farmers Market,175th Street Greenmarket,,W. 175th St. bet. Wadsworth Ave. & Broadway,Manhattan,10033,Thursday,8AM - 4PM,,40.845948,-73.937811,,
Farmers Market,Harvest Home Lenox Avenue Farm Stand,,Lenox Ave. bet. W. 117 & 118 Sts.,Manhattan,10026,Saturday,8AM - 3PM,,40.802699,-73.949186,,
Farmers Market,82nd Street Greenmarket,,E. 82nd St. bet 1st & York Aves,Manhattan,10028,Saturday,9AM - 2:30PM,,40.774292,-73.951262,,
Farmers Market,Fulton Stall Market (indoor farmers market),,91 South St.,Manhattan,10038,Monday-Saturday,11:30AM - 5PM,,40.705865,-74.003769,,
Farmers Market,Project EATS & St. Barnabas Hospital Farm Stand,,4507 3rd Ave.,Bronx,10457,Wednesday,11AM - 4PM,,40.853237,-73.891742,,
Farmers Market,Isabahlia Farmers Market,,514 Rockaway Ave. (ISO Student Farm),Brooklyn,11212,Friday & Saturday,8AM - 3PM,,40.667554,-73.910207,,
Farmers Market,Morrisania Farmstand,,169th St. & Boston Rd. (at McKinley Square),Bronx,10456,Wednesday,10AM - 2PM,,40.83118,-73.900545,,
Farmers Market,Children's Aid Go!Healthy Food Box + Farmstand - CS211,,1919 Prospect Ave.,Bronx,10457,Thursday,2PM - 4:30PM,,40.843546,-73.889755,,
Farmers Market,Domino Park Greenmarket,,River St. bet S 1st St. and S. 3rd St.,Brooklyn,11249,Sunday,9AM - 3PM,,40.715385,-73.967441,,
Farmers Market,Weeksville Farm Stand,,15 Buffalo Ave.,Brooklyn,11233,Saturday,12PM - 4PM,,40.678508,-73.924628,,
Farmers Market,Harvest Home Harlem Hospital Farmers Market,,W. 137th St. & Lenox Ave.,Manhattan,10037,Friday,8AM - 3PM,,40.815403,-73.93991,,
Farmers Market,BronxWorks Farm Stand,,1130 Grand Concourse,Bronx,10456,Thursday,10AM - 2PM,,40.832759,-73.919296,,
Farmers Market,Seeds in the Middle - Flabush - Ditmas Park Farm Stand,,330 Rugby Rd.,Brooklyn,11226,Friday,2:30PM - 4:30PM,,40.641937,-73.965523,,
Farmers Market,Crown Heights Farmstand,,Nostrand Ave. and Crown St. (NW corner),Brooklyn,11225,Friday,9AM - 2PM,,40.666472,-73.950807,,
Farmers Market,La Familia Verde Farmers Market / Highbridge Farmers Market,,1430 Plimpton Ave.,Bronx,10452,Wednesday,10AM - 3PM,,40.843627,-73.922243,,
Farmers Market,Harlem Meer Farmstand,,Central Park N & Malcom X Blvd,Manhattan,10026,Saturdays,10AM - 2PM,,40.798038,-73.95191,,
Farmers Market,McCarren Park Greenmarket,,N. 12th bet Union & Driggs,Brooklyn,11211,Saturday,8AM - 3PM,,40.719219,-73.952479,,
Farmers Market,Union Square Greenmarket,,Union Square W. & 17th St.,Manhattan,10003,"Monday, Wednesday, Friday & Saturday",8AM - 6PM,,40.737133,-73.990329,,
Farmers Market,Abingdon Square Greenmarket,,Hudson St. & W 12th St.,Manhattan,10014,Saturday,8AM - 2PM,,40.737553,-74.005687,,
Farmers Market,Fresh Vibes Market at Blue Cross Blue Shield @ Church Avenue,,2009 Church Ave.,Brooklyn,11226,Monday (4th of each month),10AM - 4PM,,40.650241,-73.960632,,
Farmers Market,Seeds in the Middle Crown Heights Farm Stand,,750 Classon Ave. (PS 216),Brooklyn,11238,Friday,2PM - 5PM,,40.6744,-73.960254,,
Farmers Market,NYP Youth Market - Broadway,,4781-4783 Broadway,Manhattan,10034,Wednesday,9AM - 3PM,,40.865881,-73.926314,,
Farmers Market,Queens Farm @ Jamaica Hospital,,134-20 Jamaica Ave.,Queens,11418,Friday,10AM - 3PM,,40.70236,-73.818531,,
Farmers Market,Harvest Home North Central Bronx Farmers Market,,Mosholu Parkway & Jerome Ave.,Bronx,10467,Wednesday,8AM - 3PM,,40.8797,-73.884661,,
Farmers Market,Market in the Heights at CCNY,,138th St. & Convent Ave.,Manhattan,10031,Saturday (once a month),9AM - 4PM,,40.819407,-73.950171,,
Farmers Market,Bensonhurst Greenmarket,,18th Ave. bet 81st & 82nd Sts.,Brooklyn,11214,Sunday,9AM - 3PM,,40.609588,-73.999677,,
Farmers Market,RiseBoro Farmers Market at Maria Hernandez Park,,Knickerbocker Ave. bet Sudyam St. & Starr St.,Brooklyn,11237,Saturday,8AM - 3PM,,40.702811,-73.92539,,
Farmers Market,Eastchester Farmstand,,1250 E. 229th St.,Bronx,10466,Wednesday,9AM - 1PM,,40.88372,-73.842046,,
Farmers Market,Saratoga Farm Stand,,1965-1971 Fulton St.,Brooklyn,11233,Saturday,10AM - 2PM,,40.678562,-7.9704e-05,,
Farmers Market,Harvest Home Kings County Hospital Farmers Market,,Clarkson Ave. bet E. 37th & 38th Sts.,Brooklyn,11203,Wednesday,8AM - 3PM,,40.6558,-73.943355,,
Farmers Market,RiseBoro Farmers Market at Hopefield,,Knickerbocker Ave. bet Menahan St. & Grove St.,Brooklyn,11237,Wednesday,9AM - 3PM,,40.69768,-73.916366,,
Farmers Market,Myrtle-Wyckoff Greenmarket,,Wyckoff bet Gates & Myrtle Aves,Queens,11237,Thursday,8AM - 3PM,,40.699798,-73.911523,,
Farmers Market,4th Ave Sunset Park Greenmarket,,4th Ave. 60th St.,Brooklyn,11232,Saturday,8AM - 3PM,,40.647975,-74.003744,,
Farmers Market,Cortelyou Greenmarket,,Cortelyou bet Rugby & Argyle,Brooklyn,11226,Sunday,8AM - 2PM,,40.64051,-73.966021,,
Farmers Market,Cunningham Park's Down to Earth Farmers Market,,Union Turnpike & 196th Place,Queens,11366,Sunday,9AM - 2PM,,40.731082,-73.773997,,
Farmers Market,Stuyvesant Town Greenmarket,,South end of Stuyvesant Town Oval,Manhattan,10009,Sunday,9:30AM - 4PM,,40.731498,-73.97818,,
Farmers Market,Elmhurst Hospital Greenmarket,,41st Ave. bet 80th & 81st Sts.,Queens,11373,Tuesday,8AM - 3PM,,40.745794,-73.885489,,
Farmers Market,Woodhull Hospital Farmstand,,Broadway & Graham Ave.,Brooklyn,11206,Wednesday,9AM - 3PM,,40.701022,-73.942202,,
Farmers Market,Greenmarket at the Oculus,,Church at Fulton St.,Manhattan,10007,Tuesday,8AM - 5PM,,40.711466,-74.010662,,
Farmers Market,Bowling Green Greenmarket,,Broadway at Battery Place,Manhattan,10004,Tuesday & Thursday,8AM - 2PM,,40.704549,-74.01429,,
Farmers Market,Sunnyside Greenmarket,,Skillman Ave. & 43rd St.,Queens,11104,Saturday,8AM - 3PM,,40.74701,-73.92173,,
Farmers Market,Brooklyn Borough Hall Greenmarket,,Montague & Court Sts.,Brooklyn,11201,Tusday & Saturday,8AM - 3PM,,40.693722,-73.990455,,
Farmers Market,Edible Schoolyard NYC's Farm Stand at PS 216,,350 Ave. X,Brooklyn,11223,Friday,1:30PM - 3:30PM,,40.590564,-73.969964,,
Farmers Market,Fresh Vibes Market at the Bureau of Brooklyn Neighborhood Health,,485 Throop Ave.,Brooklyn,11221,Friday (2nd and 3rd),11AM - 3PM,,40.685547,-73.941282,,
Farmers Market,Project EATS Brownsville Farm Stand,,300 Chester St.,Brooklyn,11212,Thursday,11AM - 4PM,,40.664477,-73.910384,,
Farmers Market,Children's Aid  Go!Healthy Food Box + Farmstand - Milbank Center,,14-32 W. 118th St.,Manhattan,10026,Wednesday,2PM - 4:30PM,,40.802317,-73.946351,,
Farmers Market,Harvest Home Hunts Point Farm Stand,,Southern Blvd bet Barretto & Tiffany Sts. (Luis Suarez Memorial Park),Bronx,10459,Wednesday,8AM - 3PM,,40.81894,-73.893492,,
Farmers Market,Bay Ridge Greenmarket,,3rd Ave. & 95th St.,Brooklyn,11209,Saturday,8AM - 3PM,,40.61781,-74.03338,,
Farmers Market,Fresh Vibes Market at Blue Cross Blue Shield @ Knickerbocker Avenue,,364 Knickerbocker Ave.,Brooklyn,11237,Monday (4th of each month),10AM - 4PM,,40.70048,-73.921519,,
Farmers Market,Sovereign Markets,,Laurelton Long Island Railroad Station Commuter Parking Lot - Prospect Ct. bet 224th & 225th Sts.,Queens,11413,Saturday,11AM-3PM,,40.668389,-73.751972,,
Farmers Market,Forest Hills Greenmarket,,Queens Blvd. & 70th Ave.,Queens,11375,Sunday,8AM - 2PM,,40.722054,-73.847155,,
Farmers Market,Isabahlia Farmers Market,,410 Livonia Ave. (In Front of Powell St. Garden),Brooklyn,11212,Saturday,8AM - 3PM,,40.663532,-73.902236,,
Farmers Market,Van Cortlandt Park Alliance Amalgamated Housing Youth Farmstand,,Orloff Ave. & Gale Place,Bronx,10463,Wednesday,2PM - 7PM,,40.884532,-73.892172,,
Farmers Market,Parkchester Greenmarket,,Westchester Ave. & White Plains Road,Bronx,10472,Friday,8AM - 3PM,,40.833279,-73.862833,,
Farmers Market,Hattie Carthan Herbal Apothecary/ Market,,48 Van Buren St.,Brooklyn,11221,Sunday,1PM - 6PM,,40.690036,-73.943557,,
Farmers Market,Harvest Home Mt. Eden Malls Farmers Market,,Mt. Eden & Morris Aves (Claremont Park),Bronx,10457,Tuesday & Thursday,8AM - 3PM,,40.8429,-73.909558,,
Farmers Market,94th Street Greenmarket,,E. 94th St. & 1st Ave.,Manhattan,10128,Sunday,9AM - 4PM,,40.781968,-73.945267,,
Farmers Market,East New York Farmers Market,,Schenck Ave. bet New Lots & Livonia Aves,Brooklyn,11207,Saturday,9AM - 3PM,,40.665296,-73.886557,,
Farmers Market,McGolrick Park's Down to Earth Farmers Market,,Russell St. & Nassau Ave. (center of park),Brooklyn,11222,Sunday,9AM - 2PM,,40.725617,-73.944497,,
Farmers Market,Mott Haven Farm Stand,,541 E. 139th St. (Padre Plaza Garden),Bronx,10454,Wednesday,9AM - 1PM,,40.807883,-73.917885,,
Farmers Market,Seeds in the Middle Brownsville Farm Stand,,104 Sutter Ave. (IS 392),Brooklyn,11212,Tursday,2PM - 4PM,,40.665965,-73.918107,,
Farmers Market,La Familia Verde Farmers Market,,E. Tremont Ave. bet Arthur Ave. & LaFontaine Ave.,Bronx,10457,Tuesday,8AM - 2PM,,40.846448,-73.893563,,
Farmers Market,Harvest Home Brower Park Farm Stand,,Brooklyn Ave. & Prospect Place,Brooklyn,11213,Thursday,8AM - 3PM,,40.674,-73.944544,,
Farmers Market,Two Bridges Youth Market,,50 Madison St.,Manhattan,10038,Sunday,10:30AM - 3:30PM,,40.711958,-73.997825,,
Farmers Market,NYP Youth Market - Audobon,,21 Audobon Ave.,Manhattan,10032,Thursday,9AM - 3PM,,40.839441,-73.939118,,
Farmers Market,Riverdale Neighborhood House,,5521 Mosholu Ave.,Bronx,10471,Thursday,1PM - 6PM,,40.903039,-73.90375,,
Farmers Market,Seeds in the Middle - Brownsville I.S. 392 Farm Stand,,104 Sutter Ave.,Brooklyn,11212,Tuesdays,2:30PM - 4:30PM (fall),,40.665965,-73.918107,,
Farmers Market,57th Street Greenmarket,,W. 57th St. & 10th Ave.,Manhattan,10019,Saturday,8AM - 3PM,,40.769117,-73.988559,,
Farmers Market,Hattie Carthan Community Market,,363-365 Clifton Place,Brooklyn,11216,Saturday,9AM-3PM,,40.689628,-73.946882,,
Farmers Market,Cypress Hills Farmstand,,Fulton St. bet Richmond and Logan Sts. (in front of Cypress Hills Senior Center),Brooklyn,11208,Friday,10AM - 3PM,,40.682391,-73.913554,,
Farmers Market,Wyckoff House Museum Farmstand,,5816 Clarendon Road,Brooklyn,11203,Saturday,11AM - 3PM,,40.64497,-73.920914,,
Farmers Market,Park Slope's Down to Earth Farmers Market,,4th St. & 5th Ave.,Brooklyn,11215,Sunday,9AM - 2PM,,40.672194,-73.983785,,
Farmers Market,Queens Farm - Queens Borough Hall,,120-55 Queens Blvd.,Queens,11424,Thursday,11AM - 3PM,,40.713318,-73.82858,,
Farmers Market,St. Albans Farmers Market,,St. Albans Long Island Railroad Commuter Parking Lot - Linden Blvd. bet 180th & Newburg Sts.,Queens,11434,Saturday,11AM - 4PM,,40.69225,-73.766682,,
Farmers Market,Flushing Greenmarket,,Sanford Ave. & Union St. (Bowne Playground),Queens,11355,Wednesday,8AM - 3PM,,40.757731,-73.824852,,
Farmers Market,Grass Roots Farmers' Market,,"W. 145th St. bet Edgecombe & Bradhurst Aves, at Jackie Robinson Park",Manhattan,10031,Tuesday & Saturday,9AM - 4PM,,40.823647,-73.943844,,
Farmers Market,Bro Sis Green Youth Market,,"Amsterdam bet W. 143rd & 144th Sts., at Johnny Hartman Plaza",Manhattan,10031,Wednesday,10:30AM - 6PM,,40.82394,-73.948552,,
Farmers Market,Sunset Park Farmstand,,7th Ave. and 44th St.,Brooklyn,11232,Saturdays,8AM - 2PM,,40.645841,-74.002402,,
Farmers Market,Market in the Heights at 125,,163 West 125th St.,Manhattan,10027,Saturday (once a month),9AM - 4PM,,40.809344,-73.947722,,
Farmers Market,Forest Park Farmstand,,Park Lane South & Myrtle Ave. (My Buddy Statue Plaza),Queens,11418,Saturday,9:30AM - 2PM,,40.701192,-73.841597,,
Farmers Market,Harvest Home Coney Island Hospital Farmers Market,,Ocean Parkway bet Ave. Z & Shore Parkway,Brooklyn,11235,Friday,8AM - 3PM,,40.5867,-73.96615,,
Farmers Market,Boro Park Greenmarket,,14th Ave. bet 49th & 50th Sts.,Brooklyn,11219,Thursday,8AM - 2PM,,40.633285,-73.990548,,
Farmers Market,Ridgewood Farmstand,,Cypress Ave. bet Myrtle Ave. & Putnam Ave.,Queens,11385,Saturday,8AM - 2:30PM,,40.700403,-73.90668,,
Farmers Market,Corona Greenmarket,,Roosevelt Ave. & 103rd St.,Queens,11368,Friday,8AM - 3PM,,40.749869,-73.862726,,
Farmers Market,Tucker Square Greenmarket,,Columbus & 66th St.,Manhattan,10023,Thursday & Saturday,8AM - 3PM (Thursday); 8AM - 4PM (Saturday),,40.773709,-73.98196,,
Farmers Market,Bartel-Pritchard Square Greenmarket,,Prospect Park W. at 15th St.,Brooklyn,11215,Wednesday (year-round) & Sunday (seasonal),8AM - 2PM (W); 9AM - 2PM (SU),,40.661354,-73.96968,,
Farmers Market,Harvest Home Jacobi Hospital Farmers Market,,1400 Pelham Parkway,Bronx,10461,Friday,8AM - 3PM,,40.8574,-73.847079,,
Farmers Market,Socrates Sculpture Park,,32-01 Vernon Blvd.,Queens,11106,Saturday,10AM - 2PM,,40.767634,-73.936314,,
Farmers Market,Edgemere Farm Market,,385 Beach 45th St.,Queens,11691,Sunday,10AM - 1PM,,40.595255,-73.776524,,
Farmers Market,Morning Glory Market at the New York Botanical Gardens,,2900 Southern Blvd.,Bronx,10458,Wednesday,10AM - 3PM,,40.865684,-73.883312,,
Farmers Market,Jackson Heights Greenmarket,,34th Ave. & 79th St.,Queens,11372,Sunday,8AM - 3PM,,40.753607,-73.887739,,
Farmers Market,Mount Sinai Greenmarket,,Madison Ave. & 99th St.,Manhattan,10029,Wednesday,8AM - 3PM,,40.789386,-73.952595,,
Farmers Market,East New York Farmers Stand I,,Euclid & Pitkin Aves.,Brooklyn,11208,Thursday,2PM - 6:30PM,,40.675404,-73.871914,,
Farmers Market,Chelsea's Down to Earth Farmers Market,,W. 23rd St. bet 8th & 9th Aves.,Manhattan,10011,Saturday,9AM - 2PM,,40.745293,-73.998488,,
Farmers Market,Urban Oasis,,681 Clarkson Ave.,Brooklyn,11203,Wednesday,2PM - 5:30PM,,40.657269,-73.934066,,
Farmers Market,Fresh Vibes Market at Canarsie Pier,,Canarsie Veteran's Circle,Brooklyn,11236,Tuesday,9AM - 2PM,,40.6289,-73.8842,,
Farmers Market,People in Need Farmstand,,114 Beverly Road,Brooklyn,11218,Sunday,11AM - 1PM,,40.642934,-73.978827,,
Farmers Market,Seeds in the Middle - Ocean Hill - Brownsville Farm Stand,,2163 Dean St.,Brooklyn,11233,Wednesday,12:30PM - 3:30PM,,40.675024,-73.915778,,
Farmers Market,Brooklyn Grange Farm Stand,,850 3rd Ave. (Roof),Brooklyn,11232,Sunday (second Sunday of each month),9AM - 3PM,,40.658518,-74.003327,,
Farmers Market,97th Street Greenmarket,,97th St. bet Columbus & Amsterdam Aves,Manhattan,10025,Friday,8AM - 2PM,,40.794003,-73.96807,,
Farmers Market,Harvest Home Metropolitan Hospital Farmers Market,,E. 97th St. & 2nd Ave.,Manhattan,10029,Friday,8AM - 3PM,,40.784943,-73.946589,,
Farmers Market,Project EATS Farm Stand at Essex Crossing,,115 Delancey St.,Manhattan,10002,Wednesday-Sunday,11AM  - 7PM,,40.719322,-73.987817,,
Farmers Market,Fresh Vibes Market at the American Beverage Association,,2010 Fulton St.,Brooklyn,11233,Thursday (1st and 3rd),10AM - 1PM,,40.678542,-73.917821,,
